Date,Open,High,Low,Close,Volume
08/16/2024,"266.85","268.44","265.39","267.38","5,111,080"
08/15/2024,"262.84","267.39","262.84","266.80","7,397,780"
08/14/2024,"260.87","261.50","258.74","261.14","8,552,272"
08/13/2024,"260.13","261.68","259.27","260.13","12,005,750"
08/12/2024,"260.50","261.60","259.24","259.89","26,769,520"
08/09/2024,"259.17","261.52","259.01","259.76","7,228,127"
08/08/2024,"258.13","260.45","257.92","259.83","8,223,667"
08/07/2024,"259.66","262.03","256.31","256.52","12,908,580"
08/06/2024,"256.50","260.49","255.77","258.26","21,586,820"
08/05/2024,"261.45","262.92","254.51","256.44","9,631,322"
08/02/2024,"263.83","267.96","262.88","266.58","7,017,857"
08/01/2024,"266.33","267.00","264.18","265.93","7,269,671"
07/31/2024,"264.54","266.36","264.25","265.67","7,642,547"
07/30/2024,"263.23","264.30","261.01","263.10","5,941,775"
07/29/2024,"260.32","262.71","258.58","261.60","6,068,109"
07/26/2024,"255.59","261.20","255.59","259.46","7,062,213"
07/25/2024,"255.39","258.22","252.70","253.74","8,573,282"
07/24/2024,"256.07","257.20","253.13","254.17","13,065,890"
07/23/2024,"267.53","267.70","263.86","264.79","8,109,209"
07/22/2024,"267.23","268.40","265.02","267.71","5,313,610"
07/19/2024,"270.32","270.95","264.31","265.46","6,839,933"
07/18/2024,"272.29","273.62","268.56","269.15","5,550,804"
07/17/2024,"268.44","272.91","268.24","272.70","5,324,662"
07/16/2024,"268.52","270.21","267.37","269.25","7,869,921"
07/15/2024,"265.67","269.24","265.25","268.45","6,845,211"
07/12/2024,"264.34","267.40","263.66","265.74","6,627,767"
07/11/2024,"262.13","263.63","260.76","262.55","8,805,194"
07/10/2024,"259.12","263.48","258.51","263.00","9,635,466"
07/09/2024,"267.00","267.55","263.92","265.44","6,432,808"
07/08/2024,"270.25","271.44","265.97","266.40","8,561,140"
07/05/2024,"269.00","270.55","268.24","270.36","7,986,435"
07/03/2024,"269.07","269.75","268.15","268.99","5,017,760"
07/02/2024,"263.24","268.23","262.40","268.23","8,697,811"
07/01/2024,"263.79","265.77","261.30","263.24","7,955,766"
06/28/2024,"267.20","268.60","261.25","262.47","13,957,270"
06/27/2024,"268.51","270.59","266.50","266.59","10,529,080"
06/26/2024,"272.91","274.46","271.75","273.60","12,171,990"
06/25/2024,"276.85","277.93","273.53","273.53","19,897,650"
06/24/2024,"275.32","280.39","275.27","276.30","24,149,631"
06/21/2024,"277.17","277.54","274.58","275.22","14,790,150"
06/20/2024,"273.19","278.04","273.10","276.82","10,164,360"
06/18/2024,"271.30","273.90","271.30","273.62","6,707,460"
06/17/2024,"269.00","271.83","269.00","271.17","9,258,209"
06/14/2024,"270.10","271.55","269.27","270.66","8,537,260"
06/13/2024,"270.32","271.86","269.32","271.19","7,361,158"
06/12/2024,"276.77","277.60","269.90","270.32","7,536,636"
06/11/2024,"274.54","274.86","272.22","274.67","6,244,586"
06/10/2024,"278.14","278.56","273.38","275.04","5,214,002"
06/07/2024,"277.71","280.34","276.86","278.67","4,515,795"
06/06/2024,"274.80","277.15","274.08","277.04","4,862,378"
06/05/2024,"273.53","274.93","272.02","274.50","5,368,674"
06/04/2024,"269.63","272.99","269.31","272.42","4,188,515"
06/03/2024,"273.09","273.13","268.06","270.38","4,838,782"
05/31/2024,"271.44","272.76","269.01","272.46","8,909,985"
05/30/2024,"268.70","271.64","268.31","271.30","4,903,071"
05/29/2024,"269.00","271.14","268.26","268.86","5,469,713"
05/28/2024,"274.23","274.46","270.23","270.98","6,212,455"
05/24/2024,"275.01","275.24","273.35","274.49","4,339,967"
05/23/2024,"275.24","277.44","273.03","274.23","6,115,917"
05/22/2024,"275.53","278.08","275.12","275.58","4,202,492"
05/21/2024,"278.00","278.43","274.88","275.95","6,578,156"
05/20/2024,"279.22","280.27","278.18","278.54","5,460,901"
05/17/2024,"280.05","280.91","278.10","280.10","6,177,831"
05/16/2024,"281.74","282.38","279.26","279.84","10,341,720"
05/15/2024,"277.15","281.73","277.07","281.50","21,288,369"
05/14/2024,"279.44","279.99","274.27","277.74","18,526,090"
05/13/2024,"281.46","282.15","279.10","279.39","10,528,400"
05/10/2024,"279.55","281.03","279.24","280.74","8,986,581"
05/09/2024,"276.80","278.79","276.40","278.54","8,948,813"
05/08/2024,"277.80","278.55","274.92","277.19","9,029,699"
05/07/2024,"273.72","277.88","272.84","276.46","6,377,080"
05/06/2024,"269.65","272.78","269.57","272.67","3,958,721"
05/03/2024,"269.00","269.45","266.50","268.49","3,862,018"
05/02/2024,"269.35","269.47","266.65","267.61","5,061,698"
05/01/2024,"268.15","270.91","266.71","267.32","6,125,360"
04/30/2024,"270.53","272.08","268.59","268.61","6,376,353"
04/29/2024,"272.32","274.47","271.09","271.84","4,192,247"
04/26/2024,"275.01","276.77","273.83","274.52","6,840,615"
04/25/2024,"272.97","276.22","270.49","275.16","8,064,621"
04/24/2024,"282.57","283.00","274.49","275.02","8,807,157"
04/23/2024,"274.01","274.89","272.71","274.11","6,438,002"
04/22/2024,"270.95","273.76","269.36","272.33","6,463,742"
04/19/2024,"271.47","272.00","268.29","269.78","7,905,368"
04/18/2024,"272.57","273.15","269.86","271.37","8,231,849"
04/17/2024,"273.30","274.00","271.50","272.69","5,940,897"
04/16/2024,"270.54","274.13","270.17","271.35","8,237,131"
04/15/2024,"277.89","277.91","270.34","271.28","10,267,490"
04/12/2024,"275.55","277.00","274.06","275.96","9,038,411"
04/11/2024,"274.00","276.48","272.18","275.68","8,102,293"
04/10/2024,"275.42","276.82","274.12","274.48","5,276,012"
04/09/2024,"277.63","278.00","273.32","276.72","7,314,306"
04/08/2024,"276.25","277.98","275.15","277.76","5,542,428"
04/05/2024,"276.10","277.96","275.03","277.14","4,392,050"
04/04/2024,"278.36","279.09","273.56","274.00","4,018,551"
04/03/2024,"280.48","280.48","276.56","276.96","4,536,847"
04/02/2024,"278.00","279.33","276.98","278.44","6,912,306"
04/01/2024,"280.36","280.89","276.79","278.28","5,083,986"
03/28/2024,"278.49","279.80","277.12","279.08","5,844,358"
03/27/2024,"280.25","281.25","276.98","279.02","5,190,674"
03/26/2024,"284.13","284.13","278.41","280.60","8,752,364"
03/25/2024,"283.01","283.50","280.04","281.21","8,519,433"
03/22/2024,"290.00","290.49","282.89","283.26","8,744,121"
03/21/2024,"289.97","290.96","287.90","290.37","5,057,559"
03/20/2024,"287.64","289.87","286.72","289.28","6,104,955"
03/19/2024,"286.66","288.06","285.25","287.35","6,595,183"
03/18/2024,"283.87","286.23","283.25","285.05","4,095,632"
03/15/2024,"283.55","285.63","282.64","283.04","9,845,181"
03/14/2024,"288.96","289.04","284.55","286.41","5,484,511"
03/13/2024,"284.66","286.10","283.82","285.14","5,783,867"
03/12/2024,"281.31","284.48","280.29","283.92","7,988,665"
03/11/2024,"279.45","280.77","277.99","280.56","4,614,232"
03/08/2024,"279.00","281.67","278.83","280.04","3,929,002"
03/07/2024,"280.88","281.17","276.16","278.26","5,668,483"
03/06/2024,"280.00","282.00","279.31","280.43","4,535,185"
03/05/2024,"280.27","280.99","277.68","279.38","6,228,066"
03/04/2024,"282.81","283.00","278.13","280.53","5,920,308"
03/01/2024,"283.20","284.91","282.11","283.16","3,955,728"
02/29/2024,"285.50","285.66","282.18","282.64","6,633,684"
02/28/2024,"282.10","286.13","282.09","285.63","4,358,820"
02/27/2024,"284.17","284.17","281.54","283.17","4,145,383"
02/26/2024,"283.04","285.35","282.66","284.15","3,856,911"
02/23/2024,"284.72","285.95","283.50","283.60","5,107,693"
02/22/2024,"279.18","284.06","278.98","283.75","5,100,191"
02/21/2024,"274.63","276.97","273.53","276.76","4,771,105"
02/20/2024,"274.57","276.84","273.34","275.15","6,157,178"
02/16/2024,"280.96","281.12","277.87","278.56","6,630,744"
02/15/2024,"277.66","281.12","277.56","280.98","4,834,758"
02/14/2024,"276.47","277.64","274.71","277.56","4,218,350"
02/13/2024,"273.75","278.00","272.76","275.81","5,493,833"
02/12/2024,"276.43","276.67","274.24","275.07","3,676,232"
02/09/2024,"275.00","277.18","274.09","276.43","4,618,283"
02/08/2024,"279.54","279.66","275.28","275.78","5,833,409"
02/07/2024,"279.38","279.54","277.06","279.39","4,785,902"
02/06/2024,"274.80","276.88","274.03","276.76","4,400,250"
02/05/2024,"277.40","278.00","275.13","275.58","4,899,140"
02/02/2024,"277.61","278.50","275.68","277.18","4,848,891"
02/01/2024,"273.39","277.19","273.36","277.05","7,064,976"
01/31/2024,"277.12","279.99","273.18","273.26","6,139,312"
01/30/2024,"274.59","278.64","274.19","277.15","6,548,999"
01/29/2024,"266.97","275.07","266.71","273.66","6,574,480"
01/26/2024,"265.94","270.87","265.60","267.94","8,586,548"
01/25/2024,"271.95","272.78","270.80","272.61","6,894,942"
01/24/2024,"272.57","272.86","271.08","271.65","5,021,703"
01/23/2024,"271.55","271.87","269.91","271.26","5,882,995"
01/22/2024,"272.24","272.35","270.36","271.20","5,984,272"
01/19/2024,"268.18","271.15","267.05","270.90","7,226,520"
01/18/2024,"267.88","268.78","266.42","268.14","6,694,264"
01/17/2024,"264.42","267.10","264.39","266.63","5,118,722"
01/16/2024,"263.52","265.66","262.35","265.24","6,196,414"
01/12/2024,"265.13","265.55","263.71","264.17","4,656,238"
01/11/2024,"265.46","266.19","262.40","264.03","5,598,998"
01/10/2024,"264.97","265.37","262.86","264.56","4,355,784"
01/09/2024,"262.00","263.62","261.14","263.33","7,055,782"
01/08/2024,"260.94","262.62","259.95","262.54","4,659,030"
01/05/2024,"260.78","261.46","258.75","259.69","3,748,636"
01/04/2024,"258.07","261.04","258.00","259.61","3,842,976"
01/03/2024,"258.55","258.86","256.86","257.98","4,148,294"
01/02/2024,"259.61","260.09","257.67","258.87","5,470,986"
